MongoClusterType,CloudProvider,RAM,CPUs,datavolume,shardingtype,indextype,querytype,responsetime,usagecost,df_name,Unnamed: 0,pricePerHr,pricePerS,Iops,Memory
flights-m80,Azure,128,32,50M,0,1,stringSearch_last_name,21.83825278282165,0.11968575761251977,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,0,stringSearch_last_name,25.430091381073,0.1393710285968251,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,50M,0,1,stringSearch_last_name,21.824567556381226,0.11961075496872266,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_last_name,46.33997106552124,0.2539687858674261,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_last_name,51.098474740982056,0.2800480296221044,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_last_name,45.35243177413941,0.24855652191771405,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_last_name,49.279709339141846,0.27008018479479684,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_last_name,44.56804966926575,0.24425767221517034,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_last_name,49.26806902885437,0.27001638942758244,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_last_name,44.07332181930542,0.2415462887485822,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_last_name,48.50051021575928,0.2658097407102585,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,0,stringSearch_last_name,44.76208066940308,0.245321069890923,,,19.73,0.005480555555555555,1100,256
flights-m80,Azure,128,32,100M,0,1,stringSearch_last_name,47.957639932632446,0.2628345099641217,,,19.73,0.005480555555555555,1100,256
